home,away,team,matchweek,player,shot_type,situation,player_coordinates_x,player_coordinates_y,player_coordinates_z,body_part,goal_mouth_location,goal_mouth_coordinates_x,goal_mouth_coordinates_y,goal_mouth_coordinates_z,id,time,added_time,time_seconds,draw_start_x,draw_start_y,draw_end_x,draw_end_y,draw_goal_x,draw_goal_y,reversed_period_time,reversed_period_time_seconds,incident_type,block_coordinates_x,block_coordinates_y,block_coordinates_z,draw_block_x,draw_block_y,goal_type
cuenca,macara,cuenca,4,Vilinton Branda,save,regular,27.9,65.8,0,left-foot,low-centre,0,50.3,5.7,2618107,90,7.0,5808,65.8,27.9,49.7,0,49.7,94.3,1,492,shot,3.5,52.7,0.0,52.7,3.5,0
cuenca,macara,macara,4,Freddy Mina,miss,assisted,33.7,26.7,0,right-foot,close-high-right,0,44.0,51.4,2618101,90,6.0,5738,26.7,33.7,56.0,0,56.0,48.6,1,562,shot,0.0,0.0,0.0,0.0,0.0,0
cuenca,macara,cuenca,4,Vilinton Branda,miss,assisted,22.7,57.6,0,left-foot,close-left,0,58.0,34.7,2618099,90,5.0,5655,57.6,22.7,42.0,0,42.0,65.3,1,645,shot,0.0,0.0,0.0,0.0,0.0,0
cuenca,macara,cuenca,4,Pablo Daniel Magnin,block,assisted,12.6,57.7,0,left-foot,low-centre,0,49.3,19.0,2618111,90,2.0,5511,57.7,12.6,50.7,0,50.7,81.0,1,789,shot,8.5,55.4,0.0,55.4,8.5,0
cuenca,macara,cuenca,4,Sixto Mina,miss,set-piece,15.9,48.8,0,head,left,0,60.2,2.8,2618091,89,0.0,5322,48.8,15.9,39.8,0,39.8,97.2,2,78,shot,0.0,0.0,0.0,0.0,0.0,0
cuenca,macara,macara,4,Janpol Morales,miss,assisted,30.4,44.0,0,right-foot,close-high-right,0,41.8,59.7,2618085,87,0.0,5192,44.0,30.4,58.2,0,58.2,40.3,4,208,shot,0.0,0.0,0.0,0.0,0.0,0
cuenca,macara,macara,4,Leonel Álvarez,miss,regular,28.3,12.6,0,right-foot,high,0,51.3,88.9,2618084,86,0.0,5134,12.6,28.3,48.7,0,48.7,11.1,5,266,shot,0.0,0.0,0.0,0.0,0.0,0
cuenca,macara,macara,4,Leonel Álvarez,miss,assisted,37.1,45.7,0,right-foot,high-right,0,43.2,86.1,2618078,83,0.0,4928,45.7,37.1,56.8,0,56.8,13.9,8,472,shot,0.0,0.0,0.0,0.0,0.0,0
cuenca,macara,macara,4,Freddy Mina,block,free-kick,27.4,55.2,0,right-foot,low-centre,0,51.0,19.0,2618077,82,0.0,4885,55.2,27.4,49.0,0,49.0,81.0,9,515,shot,16.4,52.7,0.0,52.7,16.4,0
cuenca,macara,macara,4,Janpol Morales,miss,assisted,13.8,37.9,0,right-foot,right,0,30.4,11.1,2618071,78,0.0,4665,37.9,13.8,69.6,0,69.6,88.9,13,735,shot,0.0,0.0,0.0,0.0,0.0,0
cuenca,macara,cuenca,4,Luis Aldair Arroyo Cabeza,miss,assisted,17.8,24.0,0,right-foot,left,0,59.3,12.5,2618070,76,0.0,4540,24.0,17.8,40.7,0,40.7,87.5,15,860,shot,0.0,0.0,0.0,0.0,0.0,0
cuenca,macara,macara,4,Freddy Mina,block,throw-in-set-piece,18.9,53.6,0,left-foot,low-right,0,46.3,19.0,2618069,73,0.0,4348,53.6,18.9,53.7,0,53.7,81.0,18,1052,shot,14.7,53.6,0.0,53.6,14.7,0
cuenca,macara,macara,4,Gino Barbieri,block,assisted,11.5,46.9,0,head,low-right,0,47.1,19.0,2618060,66,0.0,3929,46.9,11.5,52.9,0,52.9,81.0,25,1471,shot,9.0,48.2,0.0,48.2,9.0,0
cuenca,macara,macara,4,Freddy Mina,goal,assisted,5.6,32.8,0,left-foot,high-left,0,52.6,20.9,2618056,60,0.0,3596,32.8,5.6,47.4,0,47.4,79.1,31,1804,shot,0.0,0.0,0.0,0.0,0.0,regular
cuenca,macara,macara,4,Leonel Álvarez,block,free-kick,24.7,68.7,0,right-foot,low-centre,0,49.9,19.0,2618020,56,0.0,3313,68.7,24.7,50.1,0,50.1,81.0,35,2087,shot,14.7,61.2,0.0,61.2,14.7,0
cuenca,macara,cuenca,4,Lucas Mancinelli,goal,penalty,11.5,50.0,0,right-foot,low-centre,0,50.3,3.2,2618019,51,0.0,3023,50.0,11.5,49.7,0,49.7,96.8,40,2377,shot,0.0,0.0,0.0,0.0,0.0,penalty
cuenca,macara,macara,4,Jorge Valdez,block,assisted,12.0,67.3,0,left-foot,low-left,0,52.4,19.0,2617990,44,0.0,2584,67.3,12.0,47.6,0,47.6,81.0,2,116,shot,9.2,62.6,0.0,62.6,9.2,0
cuenca,macara,macara,4,Freddy Mina,save,free-kick,28.1,28.0,0,right-foot,low-left,0,53.2,1.9,2617989,37,0.0,2204,28.0,28.1,46.8,0,46.8,98.1,9,496,shot,3.8,49.5,0.0,49.5,3.8,0
cuenca,macara,macara,4,Emiliano Romero,block,regular,28.9,43.9,0,right-foot,low-centre,0,50.3,19.0,2617986,33,0.0,1923,43.9,28.9,49.7,0,49.7,81.0,13,777,shot,16.4,46.4,0.0,46.4,16.4,0
cuenca,macara,macara,4,Freddy Mina,miss,assisted,19.6,32.4,0,right-foot,right,0,8.4,13.9,2617987,32,0.0,1912,32.4,19.6,91.6,0,91.6,86.1,14,788,shot,11.5,79.1,0.0,79.1,11.5,0
cuenca,macara,macara,4,Facundo Pons,save,assisted,29.0,55.2,0,right-foot,low-centre,0,50.0,4.4,2617965,19,0.0,1123,55.2,29.0,50.0,0,50.0,95.6,27,1577,shot,1.6,51.1,0.0,51.1,1.6,0
cuenca,macara,cuenca,4,Danny Luna,save,assisted,27.1,44.8,0,left-foot,low-centre,0,51.4,10.8,2617963,17,0.0,1002,44.8,27.1,48.6,0,48.6,89.2,29,1698,shot,2.5,48.4,0.0,48.4,2.5,0
cuenca,macara,cuenca,4,Lucas Mancinelli,miss,set-piece,5.7,68.2,0,right-foot,close-right,0,41.7,5.6,2617961,16,0.0,908,68.2,5.7,58.3,0,58.3,94.4,30,1792,shot,0.0,0.0,0.0,0.0,0.0,0
cuenca,macara,macara,4,Gino Barbieri,save,set-piece,3.0,53.9,0,right-foot,low-right,0,47.5,2.5,2617960,12,0.0,673,53.9,3.0,52.5,0,52.5,97.5,34,2027,shot,1.4,52.2,0.0,52.2,1.4,0
cuenca,macara,macara,4,Jorge Valdez,save,free-kick,24.6,74.4,0,right-foot,low-centre,0,49.9,13.3,2617958,12,0.0,672,74.4,24.6,50.1,0,50.1,86.7,34,2028,shot,2.7,52.0,0.0,52.0,2.7,0
cuenca,macara,macara,4,Freddy Mina,save,assisted,28.4,65.8,0,right-foot,high-left,0,52.3,22.2,2617957,7,0.0,376,65.8,28.4,47.7,0,47.7,77.8,39,2324,shot,1.8,52.9,0.0,52.9,1.8,0
cumbaya,mushuc-runa,cumbaya,4,Elian Carabali,goal,penalty,11.5,50.0,0,left-foot,low-centre,0,48.5,10.1,2615376,90,11.0,6049,50.0,11.5,51.5,0,51.5,89.9,1,251,shot,0.0,0.0,0.0,0.0,0.0,penalty
cumbaya,mushuc-runa,cumbaya,4,Alejandro Altuna,block,assisted,19.8,51.2,0,right-foot,low-centre,0,49.9,19.0,2615374,90,9.0,5900,51.2,19.8,50.1,0,50.1,81.0,1,400,shot,11.4,50.7,0.0,50.7,11.4,0
cumbaya,mushuc-runa,mushuc-runa,4,Sergio Gonzalez,goal,regular,13.2,42.7,0,right-foot,high-left,0,52.3,31.0,2615351,90,7.0,5790,42.7,13.2,47.7,0,47.7,69.0,1,510,shot,0.0,0.0,0.0,0.0,0.0,regular
cumbaya,mushuc-runa,mushuc-runa,4,Jerry Parrales,save,penalty,11.5,50.0,0,right-foot,low-centre,0,50.5,10.1,2615348,90,5.0,5668,50.0,11.5,49.5,0,49.5,89.9,1,632,shot,0.3,50.2,0.0,50.2,0.3,0
cumbaya,mushuc-runa,mushuc-runa,4,Joaquín Vergés,miss,assisted,10.6,41.2,0,right-foot,right,0,29.9,19.4,2615345,89,0.0,5288,41.2,10.6,70.1,0,70.1,80.6,2,112,shot,5.1,60.5,0.0,60.5,5.1,0
cumbaya,mushuc-runa,mushuc-runa,4,Jean Carlos Estacio,miss,corner,24.4,59.3,0,right-foot,high,0,50.6,70.8,2615339,79,0.0,4702,59.3,24.4,49.4,0,49.4,29.2,12,698,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,mushuc-runa,mushuc-runa,4,Dennis Quintero,miss,corner,7.9,59.7,0,other,left,0,82.9,36.1,2615335,79,0.0,4695,59.7,7.9,17.1,0,17.1,63.9,12,705,shot,4.4,40.2,0.0,40.2,4.4,0
cumbaya,mushuc-runa,mushuc-runa,4,Sergio Gonzalez,miss,regular,11.5,26.3,0,left-foot,high,0,44.2,62.5,2615331,73,0.0,4376,26.3,11.5,55.8,0,55.8,37.5,18,1024,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,mushuc-runa,cumbaya,4,Elian Carabali,goal,assisted,6.9,47.4,0,head,high-centre,0,51.7,25.3,2615327,67,0.0,3987,47.4,6.9,48.3,0,48.3,74.7,24,1413,shot,0.0,0.0,0.0,0.0,0.0,regular
cumbaya,mushuc-runa,cumbaya,4,Luis Gustavino,miss,corner,7.2,56.4,0,head,close-right,0,42.7,25.0,2615326,66,0.0,3902,56.4,7.2,57.3,0,57.3,75.0,25,1498,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,mushuc-runa,cumbaya,4,Melvin Diaz,block,assisted,15.0,27.8,0,right-foot,low-centre,0,50.2,19.0,2615325,65,0.0,3861,27.8,15.0,49.8,0,49.8,81.0,26,1539,shot,10.2,34.8,0.0,34.8,10.2,0
cumbaya,mushuc-runa,mushuc-runa,4,Mauricio Alonso,miss,assisted,21.4,72.1,0,right-foot,close-left,0,57.0,5.6,2615324,60,0.0,3546,72.1,21.4,43.0,0,43.0,94.4,31,1854,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,mushuc-runa,mushuc-runa,4,Sergio Gonzalez,miss,assisted,10.6,37.0,0,right-foot,close-high-right,0,41.3,44.4,2615323,58,0.0,3470,37.0,10.6,58.7,0,58.7,55.6,33,1930,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,mushuc-runa,cumbaya,4,Ariel Almagro,save,assisted,15.3,31.1,0,left-foot,low-left,0,53.2,4.4,2615322,57,0.0,3392,31.1,15.3,46.8,0,46.8,95.6,34,2008,shot,1.9,47.7,0.0,47.7,1.9,0
cumbaya,mushuc-runa,mushuc-runa,4,Joaquín Vergés,miss,free-kick,19.4,29.5,0,right-foot,close-high,0,47.4,58.3,2615319,56,0.0,3317,29.5,19.4,52.6,0,52.6,41.7,35,2083,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,mushuc-runa,mushuc-runa,4,Mauricio Alonso,block,regular,20.5,79.9,0,right-foot,low-centre,0,50.3,19.0,2615321,50,0.0,2981,79.9,20.5,49.7,0,49.7,81.0,41,2419,shot,17.7,75.8,0.0,75.8,17.7,0
cumbaya,mushuc-runa,mushuc-runa,4,Sergio Gonzalez,miss,assisted,11.2,71.7,0,right-foot,left,0,70.8,6.9,2615318,48,0.0,2847,71.7,11.2,29.2,0,29.2,93.1,43,2553,shot,3.6,50.2,0.0,50.2,3.6,0
cumbaya,mushuc-runa,cumbaya,4,Gorman Estacio,miss,regular,35.8,80.1,0,right-foot,high,0,55.5,68.1,2615286,43,0.0,2567,80.1,35.8,44.5,0,44.5,31.9,3,133,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,mushuc-runa,cumbaya,4,Melvin Diaz,miss,assisted,32.7,79.2,0,left-foot,close-right,0,42.2,5.6,2615285,43,0.0,2544,79.2,32.7,57.8,0,57.8,94.4,3,156,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,mushuc-runa,cumbaya,4,Franco Suárez,save,corner,8.6,70.7,0,left-foot,low-centre,0,49.6,18.4,2615284,42,0.0,2464,70.7,8.6,50.4,0,50.4,81.6,4,236,shot,1.8,55.4,0.0,55.4,1.8,0
cumbaya,mushuc-runa,cumbaya,4,Augusto Magoia,miss,assisted,6.1,46.5,0,right-foot,left,0,62.2,5.6,2615283,38,0.0,2230,46.5,6.1,37.8,0,37.8,94.4,8,470,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,mushuc-runa,mushuc-runa,4,Joaquín Vergés,miss,assisted,14.6,46.1,0,right-foot,high,0,46.2,75.0,2615282,34,0.0,2000,46.1,14.6,53.8,0,53.8,25.0,12,700,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,mushuc-runa,mushuc-runa,4,Rody Zambrano,block,assisted,41.0,38.9,0,left-foot,low-right,0,48.1,19.0,2615281,33,0.0,1955,38.9,41.0,51.9,0,51.9,81.0,13,745,shot,18.5,46.0,0.0,46.0,18.5,0
cumbaya,mushuc-runa,mushuc-runa,4,Joaquín Vergés,miss,assisted,6.0,54.3,0,head,right,0,38.8,37.5,2615280,30,0.0,1790,54.3,6.0,61.2,0,61.2,62.5,16,910,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,mushuc-runa,mushuc-runa,4,Jerry Parrales,block,corner,13.2,42.5,0,left-foot,low-centre,0,49.4,19.0,2615279,29,0.0,1710,42.5,13.2,50.6,0,50.6,81.0,17,990,shot,9.8,44.6,0.0,44.6,9.8,0
cumbaya,mushuc-runa,mushuc-runa,4,Diego Ledesma,save,fast-break,8.6,51.9,0,head,low-left,0,52.6,9.5,2615278,28,0.0,1658,51.9,8.6,47.4,0,47.4,90.5,18,1042,shot,0.90000000000001,50.7,0.0,50.7,0.90000000000001,0
cumbaya,mushuc-runa,mushuc-runa,4,Jean Carlos Estacio,miss,corner,27.7,43.7,0,right-foot,close-right,0,40.8,30.6,2615277,27,0.0,1600,43.7,27.7,59.2,0,59.2,69.4,19,1100,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,mushuc-runa,cumbaya,4,Luis Caicedo,miss,free-kick,11.5,14.1,0,right-foot,high,0,50.4,61.1,2615274,24,0.0,1389,14.1,11.5,49.6,0,49.6,38.9,22,1311,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,mushuc-runa,mushuc-runa,4,Joaquín Vergés,miss,regular,23.6,56.5,0,left-foot,close-high,0,49.6,59.7,2615272,14,0.0,836,56.5,23.6,50.4,0,50.4,40.3,32,1864,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,mushuc-runa,cumbaya,4,Luis Caicedo,save,free-kick,27.3,25.8,0,right-foot,low-centre,0,50.6,7.0,2615270,11,0.0,611,25.8,27.3,49.4,0,49.4,93.0,35,2089,shot,3.3,47.5,0.0,47.5,3.3,0
cumbaya,mushuc-runa,mushuc-runa,4,Diego Ledesma,miss,assisted,14.0,31.2,0,left-foot,close-left,0,57.3,12.5,2615264,5,0.0,251,31.2,14.0,42.7,0,42.7,87.5,41,2449,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,delfin,delfin,4,Kevin Sambonino,save,corner,23.1,51.8,0,right-foot,low-right,0,46.0,2.5,2621308,90,4.0,5586,51.8,23.1,54.0,0,54.0,97.5,1,714,shot,1.6,50.5,0.0,50.5,1.6,0
emelec,delfin,delfin,4,Jose Enrique Angulo,save,assisted,19.8,37.4,0,right-foot,low-left,0,52.1,3.8,2621304,90,0.0,5386,37.4,19.8,47.9,0,47.9,96.2,1,14,shot,1.5,50.2,0.0,50.2,1.5,0
emelec,delfin,emelec,4,Rodrigo Rivero,block,free-kick,30.9,54.8,0,left-foot,low-centre,0,48.2,19.0,2621309,80,0.0,4775,54.8,30.9,51.8,0,51.8,81.0,11,625,shot,22.4,54.0,0.0,54.0,22.4,0
emelec,delfin,emelec,4,Rodrigo Rivero,block,fast-break,12.6,48.7,0,left-foot,low-right,0,47.7,19.0,2621305,76,0.0,4517,48.7,12.6,52.3,0,52.3,81.0,15,883,shot,10.6,49.3,0.0,49.3,10.6,0
emelec,delfin,delfin,4,Kevin Sambonino,block,corner,19.9,52.1,0,right-foot,low-centre,0,49.2,19.0,2621267,76,0.0,4504,52.1,19.9,50.8,0,50.8,81.0,15,896,shot,9.9,51.4,0.0,51.4,9.9,0
emelec,delfin,emelec,4,Washington Corozo,miss,regular,19.8,34.9,0,left-foot,high-left,0,59.0,69.4,2621260,72,0.0,4285,34.9,19.8,41.0,0,41.0,30.6,19,1115,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,delfin,emelec,4,Facundo Castelli,block,regular,16.5,57.7,0,right-foot,low-right,0,47.2,19.0,2621259,72,0.0,4282,57.7,16.5,52.8,0,52.8,81.0,19,1118,shot,13.1,56.7,0.0,56.7,13.1,0
emelec,delfin,delfin,4,Juan Manuel Elordi,block,regular,22.9,38.7,0,left-foot,low-centre,0,51.8,19.0,2621269,66,0.0,3921,38.7,22.9,48.2,0,48.2,81.0,25,1479,shot,17.9,40.8,0.0,40.8,17.9,0
emelec,delfin,delfin,4,Mejia Marcos,block,assisted,19.3,53.1,0,left-foot,low-centre,0,49.4,19.0,2621265,66,0.0,3920,53.1,19.3,50.6,0,50.6,81.0,25,1480,shot,13.6,52.3,0.0,52.3,13.6,0
emelec,delfin,emelec,4,Romario Caicedo,goal,corner,3.7,52.4,0,left-foot,high-centre,0,48.7,28.5,2621239,61,0.0,3633,52.4,3.7,51.3,0,51.3,71.5,30,1767,shot,0.0,0.0,0.0,0.0,0.0,regular
emelec,delfin,emelec,4,Facundo Castelli,goal,assisted,13.0,47.9,0,right-foot,low-centre,0,51.0,7.0,2621231,57,0.0,3385,47.9,13.0,49.0,0,49.0,93.0,34,2015,shot,0.0,0.0,0.0,0.0,0.0,regular
emelec,delfin,delfin,4,Luis Castro,save,regular,21.8,64.9,0,right-foot,low-left,0,52.6,19.6,2621221,52,0.0,3112,64.9,21.8,47.4,0,47.4,80.4,39,2288,shot,1.6,51.4,0.0,51.4,1.6,0
emelec,delfin,emelec,4,Marcelo Meli,miss,assisted,28.0,47.3,0,right-foot,high-right,0,36.3,55.6,2621172,45,0.0,2691,47.3,28.0,63.7,0,63.7,44.4,1,9,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,delfin,emelec,4,Washington Corozo,block,regular,11.3,38.5,0,head,low-right,0,47.1,19.0,2621169,45,0.0,2680,38.5,11.3,52.9,0,52.9,81.0,1,20,shot,2.7,49.5,0.0,49.5,2.7,0
emelec,delfin,emelec,4,Jhon Sánchez,block,assisted,2.9,39.9,0,head,low-right,0,47.6,19.0,2621167,45,0.0,2679,39.9,2.9,52.4,0,52.4,81.0,1,21,shot,0.5,50.4,0.0,50.4,0.5,0
emelec,delfin,delfin,4,Jose Enrique Angulo,block,assisted,27.6,29.5,0,right-foot,low-left,0,51.9,19.0,2621154,44,0.0,2588,29.5,27.6,48.1,0,48.1,81.0,2,112,shot,19.2,35.2,0.0,35.2,19.2,0
emelec,delfin,delfin,4,Mariano Miño,miss,assisted,18.5,65.2,0,right-foot,close-right,0,42.7,30.6,2621153,43,0.0,2538,65.2,18.5,57.3,0,57.3,69.4,3,162,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,delfin,delfin,4,Jostin Alman,block,assisted,13.4,46.6,0,left-foot,low-centre,0,51.7,19.0,2621152,42,0.0,2483,46.6,13.4,48.3,0,48.3,81.0,4,217,shot,10.9,46.9,0.0,46.9,10.9,0
emelec,delfin,emelec,4,Marcelo Meli,post,assisted,4.0,41.3,0,right-foot,high,0,53.1,39.9,2621177,40,0.0,2370,41.3,4.0,46.9,0,46.9,60.1,6,330,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,delfin,emelec,4,Aníbal Leguizamón,miss,corner,7.9,63.2,0,right-foot,left,0,61.3,8.3,2621176,40,0.0,2365,63.2,7.9,38.7,0,38.7,91.7,6,335,shot,2.9,44.0,0.0,44.0,2.9,0
emelec,delfin,delfin,4,Maikel Reyes,block,assisted,19.8,58.6,0,right-foot,low-centre,0,49.4,19.0,2621166,38,0.0,2246,58.6,19.8,50.6,0,50.6,81.0,8,454,shot,11.5,55.2,0.0,55.2,11.5,0
emelec,delfin,emelec,4,Facundo Castelli,miss,corner,12.0,46.8,0,head,high-right,0,35.6,43.1,2621144,36,0.0,2152,46.8,12.0,64.4,0,64.4,56.9,10,548,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,delfin,emelec,4,Washington Corozo,save,assisted,14.5,61.0,0,right-foot,low-centre,0,48.5,10.8,2621121,36,0.0,2118,61.0,14.5,51.5,0,51.5,89.2,10,582,shot,2.8,52.0,0.0,52.0,2.8,0
emelec,delfin,delfin,4,Jose Enrique Angulo,miss,corner,22.5,50.3,0,right-foot,close-high-right,0,42.2,58.3,2621108,24,0.0,1400,50.3,22.5,57.8,0,57.8,41.7,22,1300,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,delfin,delfin,4,Jostin Alman,block,throw-in-set-piece,13.9,56.1,0,right-foot,low-centre,0,50.1,19.0,2621107,23,0.0,1359,56.1,13.9,49.9,0,49.9,81.0,23,1341,shot,9.2,54.0,0.0,54.0,9.2,0
emelec,delfin,emelec,4,Facundo Castelli,save,regular,15.9,69.0,0,right-foot,low-centre,0,50.7,12.7,2621101,19,0.0,1092,69.0,15.9,49.3,0,49.3,87.3,27,1608,shot,1.6,52.0,0.0,52.0,1.6,0
emelec,delfin,delfin,4,Jostin Alman,miss,assisted,23.3,63.6,0,left-foot,right,0,40.7,27.8,2621085,12,0.0,680,63.6,23.3,59.3,0,59.3,72.2,34,2020,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,delfin,emelec,4,Facundo Castelli,block,assisted,16.5,31.1,0,left-foot,high-centre,0,51.3,23.6,2621098,8,0.0,444,31.1,16.5,48.7,0,48.7,76.4,38,2256,shot,14.6,32.7,0.0,32.7,14.6,0
emelec,delfin,emelec,4,Facundo Castelli,miss,assisted,13.9,51.5,0,head,close-right,0,41.0,34.7,2621078,6,0.0,324,51.5,13.9,59.0,0,59.0,65.3,40,2376,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,delfin,emelec,4,Gustavo Cortez,block,corner,15.8,26.8,0,head,high-centre,0,49.6,22.2,2621092,5,0.0,286,26.8,15.8,50.4,0,50.4,77.8,41,2414,shot,10.7,33.4,0.0,33.4,10.7,0
emelec,delfin,emelec,4,Facundo Castelli,block,assisted,13.6,50.0,0,right-foot,low-left,0,53.7,19.0,2621074,4,0.0,237,50.0,13.6,46.3,0,46.3,81.0,42,2463,shot,11.6,49.5,0.0,49.5,11.6,0
emelec,delfin,delfin,4,Juan Manuel Elordi,block,corner,20.6,37.0,0,right-foot,low-centre,0,50.2,19.0,2621077,2,0.0,86,37.0,20.6,49.8,0,49.8,81.0,44,2614,shot,6.7,45.7,0.0,45.7,6.7,0
orense,imbabura,imbabura,4,Roni Chávez,miss,regular,29.6,20.6,0,left-foot,left,0,59.3,11.1,2615603,90,4.0,5600,20.6,29.6,40.7,0,40.7,88.9,1,700,shot,1.1,39.5,0.0,39.5,1.1,0
orense,imbabura,imbabura,4,Jhon Arteaga,save,assisted,12.2,60.5,0,right-foot,low-centre,0,50.1,5.1,2615601,90,4.0,5592,60.5,12.2,49.9,0,49.9,94.9,1,708,shot,1.8,50.9,0.0,50.9,1.8,0
orense,imbabura,imbabura,4,Erick Mendoza,goal,regular,19.6,40.7,0,right-foot,low-right,0,47.5,4.4,2615587,89,0.0,5322,40.7,19.6,52.5,0,52.5,95.6,2,78,shot,0.0,0.0,0.0,0.0,0.0,regular
orense,imbabura,orense,4,Dany Coronel,save,assisted,7.5,57.7,0,head,low-right,0,47.5,17.7,2615583,86,0.0,5107,57.7,7.5,52.5,0,52.5,82.3,5,293,shot,1.8,53.4,0.0,53.4,1.8,0
orense,imbabura,orense,4,Cristian Barros,miss,set-piece,26.6,48.1,0,right-foot,high,0,45.9,88.9,2615579,84,0.0,5028,48.1,26.6,54.1,0,54.1,11.1,7,372,shot,0.0,0.0,0.0,0.0,0.0,0
orense,imbabura,imbabura,4,Erick Mendoza,miss,regular,13.2,67.0,0,right-foot,left,0,63.2,11.1,2615563,67,0.0,3989,67.0,13.2,36.8,0,36.8,88.9,24,1411,shot,0.0,0.0,0.0,0.0,0.0,0
orense,imbabura,orense,4,Robert Burbano,save,assisted,25.8,24.8,0,right-foot,low-centre,0,49.7,10.8,2615558,63,0.0,3759,24.8,25.8,50.3,0,50.3,89.2,28,1641,shot,5.7,46.2,0.0,46.2,5.7,0
orense,imbabura,orense,4,Dany Coronel,miss,assisted,25.3,39.9,0,right-foot,left,0,68.1,20.8,2615556,62,0.0,3683,39.9,25.3,31.9,0,31.9,79.2,29,1717,shot,0.0,0.0,0.0,0.0,0.0,0
orense,imbabura,imbabura,4,Erick Mendoza,save,regular,14.4,78.7,0,right-foot,high-left,0,53.2,26.6,2615555,61,0.0,3612,78.7,14.4,46.8,0,46.8,73.4,30,1788,shot,0.3,50.4,0.0,50.4,0.3,0
orense,imbabura,orense,4,Erick Plúas,block,assisted,12.4,33.4,0,right-foot,low-centre,0,50.3,19.0,2615551,56,0.0,3337,33.4,12.4,49.7,0,49.7,81.0,35,2063,shot,7.6,39.7,0.0,39.7,7.6,0
orense,imbabura,orense,4,Walter Agustin Herrera,save,assisted,9.5,37.5,0,right-foot,low-right,0,47.7,7.6,2615527,52,0.0,3092,37.5,9.5,52.3,0,52.3,92.4,39,2308,shot,6.8,40.1,0.0,40.1,6.8,0
orense,imbabura,imbabura,4,Leonar Espinoza,miss,assisted,12.2,70.1,0,right-foot,right,0,39.3,12.5,2615520,51,0.0,3041,70.1,12.2,60.7,0,60.7,87.5,40,2359,shot,0.0,0.0,0.0,0.0,0.0,0
orense,imbabura,imbabura,4,Erick Mendoza,goal,corner,7.7,44.5,0,head,low-right,0,46.1,13.3,2615518,49,0.0,2882,44.5,7.7,53.9,0,53.9,86.7,42,2518,shot,0.0,0.0,0.0,0.0,0.0,regular
orense,imbabura,imbabura,4,Leonar Espinoza,post,assisted,8.8,70.3,0,right-foot,left,0,55.1,8.9,2615519,48,0.0,2840,70.3,8.8,44.9,0,44.9,91.1,43,2560,shot,0.0,0.0,0.0,0.0,0.0,0
orense,imbabura,orense,4,Walter Agustin Herrera,goal,penalty,11.5,50.0,0,right-foot,low-right,0,47.1,4.4,2615485,45,4.0,2924,50.0,11.5,52.9,0,52.9,95.6,1,2476,shot,0.0,0.0,0.0,0.0,0.0,penalty
orense,imbabura,orense,4,Agustin Maziero,save,assisted,9.2,50.5,0,left-foot,low-centre,0,49.0,16.5,2615495,45,0.0,2689,50.5,9.2,51.0,0,51.0,83.5,1,11,shot,6.0,50.4,0.0,50.4,6.0,0
orense,imbabura,orense,4,Walter Agustin Herrera,block,assisted,14.2,54.8,0,right-foot,low-centre,0,49.2,19.0,2615477,44,0.0,2589,54.8,14.2,50.8,0,50.8,81.0,2,111,shot,9.8,54.9,0.0,54.9,9.8,0
orense,imbabura,orense,4,Agustin Maziero,block,corner,12.8,52.4,0,head,low-centre,0,49.4,19.0,2615469,38,0.0,2264,52.4,12.8,50.6,0,50.6,81.0,8,436,shot,9.8,52.0,0.0,52.0,9.8,0
orense,imbabura,orense,4,Agustin Maziero,block,assisted,11.6,61.7,0,right-foot,low-right,0,47.4,19.0,2615464,37,0.0,2208,61.7,11.6,52.6,0,52.6,81.0,9,492,shot,9.8,60.3,0.0,60.3,9.8,0
orense,imbabura,imbabura,4,Federico Paz,save,assisted,33.0,24.2,0,right-foot,high-centre,0,50.4,30.6,2615456,34,0.0,2021,24.2,33.0,49.6,0,49.6,69.4,12,679,shot,0.90000000000001,49.5,0.0,49.5,0.90000000000001,0
